,OD,Plein Tarif Loisir 2nde,1ère classe,dist
4729,Metz-Rouen Rive Droite,,,370.54
4730,Metz-Lyon Part Dieu,,,385.33
4731,Metz-Paris Gare de Lyon,,,279.09
4732,Metz-Bordeaux Saint-Jean,,,698.02
4733,Metz-Marseille Saint-Charles,,,648.59
4734,Metz-Paris Gare du Nord,,,279.94
4735,Metz-Saint-Pierre-des-Corps,,,446.8
4736,Metz-Metz,,,0.0
4737,Metz-Latitude,,,49.109545000000004
4738,Metz-Lille Europe,,,279.8
4739,Metz-Amiens,,,292.21
4740,Metz-Aéroport Charles de Gaulle 2 TGV,,,262.98
4741,Metz-Avignon TGV,,,586.58
4742,Metz-Angers Saint-Laud,,,530.49
4743,Metz-Toulouse Matabiau,,,710.41
4744,Metz-Grenoble,,,437.06
4745,Metz-Dijon,,,216.09
4746,Metz-Strasbourg,,,128.06
4747,Metz-Rennes,,,587.58
4748,Metz-Tours,,,448.61
4749,Metz-coor,,,"(49.109545000000004, 6.176593)"
4750,Metz-Marne-la-Vallée Chessy,,,249.04
4751,Metz-Mulhouse,,,174.68
4752,Metz-Le Mans,,,457.39
4753,Metz-Paris Saint-Lazare,,,282.16
4754,Montpellier Saint-Roch-Toulouse Matabiau,,,195.41
4755,Montpellier Saint-Roch-Paris Saint-Lazare,,,598.21
4756,Montpellier Saint-Roch-Paris Gare de Lyon,,,594.07
4757,Montpellier Saint-Roch-Lille Flandres,,,784.3
4758,Montpellier Saint-Roch-Grenoble,,,228.81
4759,Montpellier Saint-Roch-Lyon Part Dieu,,,251.89
4760,Montpellier Saint-Roch-Paris Bercy Bourgogne - Pays d'Auvergne,,,593.31
4761,Montpellier Saint-Roch-Strasbourg,,,628.27
4762,Montpellier Saint-Roch-Paris Est,,,597.76
4763,Montpellier Saint-Roch-Dijon,,,423.04
4764,Montpellier Saint-Roch-Nantes,,,583.23
4765,Montpellier Saint-Roch-Paris Montparnasse,,,594.47
4766,Montpellier Saint-Roch-Rennes,,,659.35
4767,Montpellier Saint-Roch-Mulhouse,,,532.79
4768,Montpellier Saint-Roch-Montpellier Saint-Roch,,,0.0
4769,Montpellier Saint-Roch-Aéroport Charles de Gaulle 2 TGV,,,608.68
4770,Montpellier Saint-Roch-Le Mans,,,565.64
4771,Montpellier Saint-Roch-coor,,,"(43.604738, 3.880674)"
4772,Montpellier Saint-Roch-Amiens,,,709.07
4773,Montpellier Saint-Roch-Paris Gare du Nord,,,598.19
4774,Montpellier Saint-Roch-Tours,,,488.61
4775,Montpellier Saint-Roch-Paris Austerlitz,,,593.91
4776,Montpellier Saint-Roch-Aix-en-Provence TGV,,,117.02
4777,Montpellier Saint-Roch-Lille Europe,,,784.55
4778,Montpellier Saint-Roch-Metz,,,636.88
4779,Montpellier Saint-Roch-Latitude,,,43.604738
4780,Montpellier Saint-Roch-Marseille Saint-Charles,,,125.63
4781,Montpellier Saint-Roch-Bordeaux Saint-Jean,,,378.75
4782,Montpellier Saint-Roch-Longitude,,,3.880674
4783,Montpellier Saint-Roch-Saint-Pierre-des-Corps,,,487.08
4784,Montpellier Saint-Roch-Nancy,,,592.34
4785,Montpellier Saint-Roch-Lyon Perrache,,,249.81
4786,Montpellier Saint-Roch-Nice,,,272.23
4787,Montpellier Saint-Roch-Marne-la-Vallée Chessy,,,591.5
4788,Montpellier Saint-Roch-Angers Saint-Laud,,,550.87
4789,Montpellier Saint-Roch-Avignon TGV,,,80.79
4790,Montpellier Saint-Roch-Rouen Rive Droite,,,683.77
4791,Mulhouse-Rouen Rive Droite,,,496.95
4792,Mulhouse-Angers Saint-Laud,,,592.78
4793,Mulhouse-Paris Gare du Nord,,,389.84
4794,Mulhouse-Paris Austerlitz,,,387.94
4795,Mulhouse-Amiens,,,438.83
4796,Mulhouse-Metz,,,174.68
4797,Mulhouse-Aéroport Charles de Gaulle 2 TGV,,,379.25
4798,Mulhouse-Marne-la-Vallée Chessy,,,359.73
4799,Mulhouse-Paris Montparnasse,,,391.02
4800,Mulhouse-Tours,,,500.22
4801,Mulhouse-Marseille Saint-Charles,,,516.73
4802,Mulhouse-Dijon,,,179.94
4803,Mulhouse-Strasbourg,,,98.12
4804,Mulhouse-Rennes,,,672.58
4805,Mulhouse-Mulhouse,,,0.0
4806,Mulhouse-Longitude,,,7.342396000000001
4807,Mulhouse-Avignon TGV,,,468.67
4808,Mulhouse-coor,,,"(47.742224, 7.342396000000001)"
4809,Mulhouse-Nantes,,,669.89
4810,Mulhouse-Montpellier Saint-Roch,,,532.79
4811,Mulhouse-Lille Flandres,,,447.06
4812,Mulhouse-Le Mans,,,533.88
4813,Mulhouse-Lille Europe,,,446.96
4814,Mulhouse-Lyon Perrache,,,293.09
4815,Mulhouse-Paris Gare de Lyon,,,387.42
4816,Mulhouse-Nice,,,449.01
4817,Mulhouse-Nancy,,,136.34
4818,Mulhouse-Paris Bercy Bourgogne - Pays d'Auvergne,,,386.59
4819,Mulhouse-Paris Saint-Lazare,,,391.8
4820,Mulhouse-Grenoble,,,309.8
4821,Mulhouse-Toulouse Matabiau,,,647.96
4822,Mulhouse-Latitude,,,47.742224
4823,Mulhouse-Aix-en-Provence TGV,,,502.0
4824,Mulhouse-Paris Est,,,389.5
4825,Mulhouse-Bordeaux Saint-Jean,,,687.73
4826,Mulhouse-Lyon Part Dieu,,,290.39
4827,Mulhouse-Saint-Pierre-des-Corps,,,498.04
4828,Nancy-Tours,,,432.25
4829,Nancy-Angers Saint-Laud,,,518.12
4830,Nancy-Strasbourg,,,115.22
4831,Nancy-Paris Saint-Lazare,,,282.76
4832,Nancy-Dijon,,,174.28
4833,Nancy-Le Mans,,,448.68
4834,Nancy-Toulouse Matabiau,,,671.38
4835,Nancy-Montpellier Saint-Roch,,,592.34
4836,Nancy-Marne-la-Vallée Chessy,,,249.31
4837,Nancy-Nantes,,,597.3
4838,Nancy-Mulhouse,,,136.34
4839,Nancy-Lille Flandres,,,311.06
4840,Nancy-Rennes,,,582.76
4841,Nancy-Longitude,,,6.174583
4842,Nancy-Paris Bercy Bourgogne - Pays d'Auvergne,,,278.39
4843,Nancy-Paris Montparnasse,,,282.95
4844,Nancy-Grenoble,,,390.56
4845,Nancy-Avignon TGV,,,540.8
4846,Nancy-Nice,,,560.61
4847,Nancy-Lyon Part Dieu,,,340.51
4848,Nancy-Lille Europe,,,310.96
4849,Nancy-Marseille Saint-Charles,,,602.15
4850,Nancy-Paris Est,,,280.34
4851,Nancy-Aix-en-Provence TGV,,,585.8
4852,Nancy-Paris Austerlitz,,,279.71
4853,Nancy-Bordeaux Saint-Jean,,,668.54
4854,Nancy-Nancy,,,0.0
4855,Nancy-Lyon Perrache,,,342.55
4856,Nancy-Aéroport Charles de Gaulle 2 TGV,,,265.97
4857,Nancy-Metz,,,46.67
4858,Nancy-Paris Gare du Nord,,,280.6
4859,Nancy-Saint-Pierre-des-Corps,,,430.31
4860,Nancy-Paris Gare de Lyon,,,279.09
4861,Nancy-Rouen Rive Droite,,,379.53
4862,Nancy-coor,,,"(48.689861, 6.174583)"
4863,Nancy-Amiens,,,310.24
4864,Nancy-Latitude,,,48.689861
4865,Nantes-Lille Europe,,,508.43
4866,Nantes-Lille Flandres,,,507.93
4867,Nantes-Grenoble,,,601.85
4868,Nantes-Saint-Pierre-des-Corps,,,171.9
4869,Nantes-Dijon,,,495.68
4870,Nantes-Bordeaux Saint-Jean,,,276.46
4871,Nantes-Lyon Part Dieu,,,515.96
4872,Nantes-Aéroport Charles de Gaulle 2 TGV,,,364.3
4873,Nantes-Lyon Perrache,,,513.99
4874,Nantes-Paris Gare du Nord,,,343.7
4875,Nantes-Angers Saint-Laud,,,79.23
4876,Nantes-Mulhouse,,,669.89
4877,Nantes-Aix-en-Provence TGV,,,679.56
4878,Nantes-Paris Saint-Lazare,,,341.61
4879,Nantes-Marne-la-Vallée Chessy,,,370.32
4880,Nantes-Longitude,,,-1.5423559999999998
4881,Nantes-Avignon TGV,,,613.58
4882,Nantes-Rennes,,,99.15
4883,Nantes-Nantes,,,0.0
4884,Nantes-Montpellier Saint-Roch,,,583.23
4885,Nantes-Toulouse Matabiau,,,463.99
4886,Nantes-Nice,,,789.24
4887,Nantes-Nancy,,,597.3
4888,Nantes-Strasbourg,,,707.64
4889,Nantes-coor,,,"(47.216148, -1.5423559999999998)"
4890,Nantes-Paris Gare de Lyon,,,342.85
4891,Nantes-Le Mans,,,156.3
4892,Nantes-Tours,,,169.7
4893,Nantes-Marseille Saint-Charles,,,694.49
4894,Nantes-Paris Austerlitz,,,342.15
4895,Nantes-Amiens,,,410.93
4896,Nantes-Metz,,,609.65
4897,Nantes-Rouen Rive Droite,,,315.58
4898,Nantes-Paris Est,,,343.71
4899,Nantes-Latitude,,,47.216148
4900,Nantes-Paris Montparnasse,,,339.3
4901,Nantes-Paris Bercy Bourgogne - Pays d'Auvergne,,,343.11
4902,Nice-Nancy,,,560.61
4903,Nice-Toulouse Matabiau,,,467.28
4904,Nice-Paris Saint-Lazare,,,688.56
4905,Nice-Lille Flandres,,,833.06
4906,Nice-Lyon Perrache,,,297.79
4907,Nice-Rennes,,,846.0
4908,Nice-Paris Austerlitz,,,683.8
4909,Nice-Amiens,,,783.87
4910,Nice-Lille Europe,,,833.16
4911,Nice-Paris Gare de Lyon,,,683.68
4912,Nice-Mulhouse,,,449.01
4913,Nice-Paris Bercy Bourgogne - Pays d'Auvergne,,,682.77
4914,Nice-Paris Est,,,687.21
4915,Nice-Aéroport Charles de Gaulle 2 TGV,,,690.2
4916,Nice-Le Mans,,,725.73
4917,Nice-Paris Gare du Nord,,,687.66
4918,Nice-Metz,,,606.72
4919,Nice-Aix-en-Provence TGV,,,159.05
4920,Nice-Latitude,,,43.704556
4921,Nice-Avignon TGV,,,200.11
4922,Nice-Montpellier Saint-Roch,,,272.23
4923,Nice-Marne-la-Vallée Chessy,,,669.31
4924,Nice-Nice,,,0.0
4925,Nice-Lyon Part Dieu,,,297.1
4926,Nice-Marseille Saint-Charles,,,158.19
4927,Nice-coor,,,"(43.704556, 7.2619039999999995)"
4928,Nice-Saint-Pierre-des-Corps,,,652.94
4929,Nice-Paris Montparnasse,,,685.58
4930,Nice-Bordeaux Saint-Jean,,,634.68
4931,Nice-Longitude,,,7.2619039999999995
4932,Nice-Nantes,,,789.24
4933,Nice-Strasbourg,,,543.89
4934,Nice-Tours,,,654.99
4935,Nice-Rouen Rive Droite,,,793.28
4936,Nice-Angers Saint-Laud,,,737.69
4937,Nice-Grenoble,,,205.96
4938,Nice-Dijon,,,438.4
4939,Paris Austerlitz-Bordeaux Saint-Jean,,,498.75
4940,Paris Austerlitz-Metz,,,279.75
4941,Paris Austerlitz-Lyon Perrache,,,390.83
4942,Paris Austerlitz-Marne-la-Vallée Chessy,,,30.72
4943,Paris Austerlitz-Marseille Saint-Charles,,,658.3
4944,Paris Austerlitz-Strasbourg,,,394.92
4945,Paris Austerlitz-Paris Est,,,3.86
4946,Paris Austerlitz-Aéroport Charles de Gaulle 2 TGV,,,23.42
4947,Paris Austerlitz-Avignon TGV,,,577.74
4948,Paris Austerlitz-Saint-Pierre-des-Corps,,,202.64
4949,Paris Austerlitz-Nice,,,683.8
4950,Paris Austerlitz-Paris Gare de Lyon,,,0.69
4951,Paris Austerlitz-Tours,,,203.65
4952,Paris Austerlitz-Paris Saint-Lazare,,,4.76
4953,Paris Austerlitz-Grenoble,,,478.72
4954,Paris Austerlitz-Lille Flandres,,,205.85
4955,Paris Austerlitz-Toulouse Matabiau,,,585.87
4956,Paris Austerlitz-Nancy,,,279.71
4957,Paris Austerlitz-Paris Bercy Bourgogne - Pays d'Auvergne,,,1.35
4958,Paris Austerlitz-Rouen Rive Droite,,,114.42
4959,Paris Austerlitz-Paris Gare du Nord,,,4.27
4960,Paris Austerlitz-Nantes,,,342.15
4961,Paris Austerlitz-Dijon,,,260.05
4962,Paris Austerlitz-Aix-en-Provence TGV,,,640.61
4963,Paris Austerlitz-coor,,,"(48.842285, 2.364891)"
4964,Paris Austerlitz-Rennes,,,308.74
4965,Paris Austerlitz-Mulhouse,,,387.94
4966,Paris Austerlitz-Lyon Part Dieu,,,390.85
4967,Paris Austerlitz-Latitude,,,48.842285
4968,Paris Austerlitz-Montpellier Saint-Roch,,,593.91
4969,Paris Austerlitz-Le Mans,,,185.9
4970,Paris Austerlitz-Paris Austerlitz,,,0.0
4971,Paris Austerlitz-Angers Saint-Laud,,,265.38
4972,Paris Austerlitz-Lille Europe,,,206.24
4973,Paris Austerlitz-Amiens,,,116.65
4974,Paris Austerlitz-Paris Montparnasse,,,3.25
4975,Paris Austerlitz-Longitude,,,2.364891
4976,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Gare du Nord,,,4.99
4977,Paris Bercy Bourgogne - Pays d'Auvergne-Rouen Rive Droite,,,115.68
4978,Paris Bercy Bourgogne - Pays d'Auvergne-Dijon,,,258.82
4979,Paris Bercy Bourgogne - Pays d'Auvergne-Longitude,,,2.38278
4980,Paris Bercy Bourgogne - Pays d'Auvergne-Grenoble,,,477.72
4981,Paris Bercy Bourgogne - Pays d'Auvergne-Tours,,,204.19
4982,Paris Bercy Bourgogne - Pays d'Auvergne-Bordeaux Saint-Jean,,,499.05
4983,Paris Bercy Bourgogne - Pays d'Auvergne-coor,,,"(48.83917, 2.38278)"
4984,Paris Bercy Bourgogne - Pays d'Auvergne-Marseille Saint-Charles,,,657.49
4985,Paris Bercy Bourgogne - Pays d'Auvergne-Nice,,,682.77
4986,Paris Bercy Bourgogne - Pays d'Auvergne-Angers Saint-Laud,,,266.27
4987,Paris Bercy Bourgogne - Pays d'Auvergne-Marne-la-Vallée Chessy,,,29.46
4988,Paris Bercy Bourgogne - Pays d'Auvergne-Saint-Pierre-des-Corps,,,203.17
4989,Paris Bercy Bourgogne - Pays d'Auvergne-Nantes,,,343.11
4990,Paris Bercy Bourgogne - Pays d'Auvergne-Montpellier Saint-Roch,,,593.31
4991,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Montparnasse,,,4.56
4992,Paris Bercy Bourgogne - Pays d'Auvergne-Avignon TGV,,,576.97
4993,Paris Bercy Bourgogne - Pays d'Auvergne-Lyon Part Dieu,,,389.9
4994,Paris Bercy Bourgogne - Pays d'Auvergne-Latitude,,,48.83917
4995,Paris Bercy Bourgogne - Pays d'Auvergne-Strasbourg,,,393.6
4996,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Austerlitz,,,1.35
4997,Paris Bercy Bourgogne - Pays d'Auvergne-Metz,,,278.5
4998,Paris Bercy Bourgogne - Pays d'Auvergne-Amiens,,,117.04
4999,Paris Bercy Bourgogne - Pays d'Auvergne-Lille Europe,,,206.26
5000,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Est,,,4.54
5001,Paris Bercy Bourgogne - Pays d'Auvergne-Nancy,,,278.39
5002,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Bercy Bourgogne - Pays d'Auvergne,,,0.0
5003,Paris Bercy Bourgogne - Pays d'Auvergne-Aéroport Charles de Gaulle 2 TGV,,,22.88
5004,Paris Bercy Bourgogne - Pays d'Auvergne-Mulhouse,,,386.59
5005,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Gare de Lyon,,,0.93
5006,Paris Bercy Bourgogne - Pays d'Auvergne-Rennes,,,309.93
5007,Paris Bercy Bourgogne - Pays d'Auvergne-Le Mans,,,186.87
5008,Paris Bercy Bourgogne - Pays d'Auvergne-Lyon Perrache,,,389.89
5009,Paris Bercy Bourgogne - Pays d'Auvergne-Paris Saint-Lazare,,,5.89
5010,Paris Bercy Bourgogne - Pays d'Auvergne-Lille Flandres,,,205.87
5011,Paris Bercy Bourgogne - Pays d'Auvergne-Toulouse Matabiau,,,585.69
5012,Paris Bercy Bourgogne - Pays d'Auvergne-Aix-en-Provence TGV,,,639.8
5013,Paris Est-Metz,,,279.75
5014,Paris Est-Longitude,,,2.3584240000000003
5015,Paris Est-Bordeaux Saint-Jean,,,501.94
5016,Paris Est-Rouen Rive Droite,,,111.79
5017,Paris Est-Paris Gare du Nord,,,0.45
5018,Paris Est-Lille Europe,,,202.64
5019,Paris Est-Amiens,,,112.8
5020,Paris Est-Paris Est,,,0.0
5021,Paris Est-Tours,,,206.39
5022,Paris Est-Paris Saint-Lazare,,,2.42
5023,Paris Est-Lyon Part Dieu,,,394.42
5024,Paris Est-Nantes,,,343.71
5025,Paris Est-Latitude,,,48.876742
5026,Paris Est-Marseille Saint-Charles,,,662.03
5027,Paris Est-Toulouse Matabiau,,,589.61
5028,Paris Est-Saint-Pierre-des-Corps,,,205.4
5029,Paris Est-Dijon,,,262.86
5030,Paris Est-Le Mans,,,187.41
5031,Paris Est-Aéroport Charles de Gaulle 2 TGV,,,20.98
5032,Paris Est-Mulhouse,,,389.5
5033,Paris Est-Paris Gare de Lyon,,,3.71
5034,Paris Est-Rennes,,,309.22
5035,Paris Est-coor,,,"(48.876742, 2.3584240000000003)"
5036,Paris Est-Nice,,,687.21
5037,Paris Est-Grenoble,,,482.19
5038,Paris Est-Angers Saint-Laud,,,267.16
5039,Paris Est-Paris Montparnasse,,,4.83
5040,Paris Est-Lyon Perrache,,,394.41
5041,Paris Est-Aix-en-Provence TGV,,,644.35
5042,Paris Est-Paris Austerlitz,,,3.86
5043,Paris Est-Montpellier Saint-Roch,,,597.76
5044,Paris Est-Nancy,,,280.34
5045,Paris Est-Marne-la-Vallée Chessy,,,31.04
5046,Paris Est-Avignon TGV,,,581.51
5047,Paris Est-Paris Bercy Bourgogne - Pays d'Auvergne,,,4.54
5048,Paris Est-Lille Flandres,,,202.25
5049,Paris Est-Strasbourg,,,395.56
5050,Paris Gare de Lyon-Angers Saint-Laud,,,266.06
5051,Paris Gare de Lyon-Grenoble,,,478.62
5052,Paris Gare de Lyon-Strasbourg,,,394.3
5053,Paris Gare de Lyon-Paris Est,,,3.71
5054,Paris Gare de Lyon-Latitude,,,48.844888
5055,Paris Gare de Lyon-Marseille Saint-Charles,,,658.33
5056,Paris Gare de Lyon-Saint-Pierre-des-Corps,,,203.25
5057,Paris Gare de Lyon-Nice,,,683.68
5058,Paris Gare de Lyon-Marne-la-Vallée Chessy,,,30.07
5059,Paris Gare de Lyon-Nancy,,,279.09
5060,Paris Gare de Lyon-Lyon Part Dieu,,,390.79
5061,Paris Gare de Lyon-Montpellier Saint-Roch,,,594.07
5062,Paris Gare de Lyon-Mulhouse,,,387.42
5063,Paris Gare de Lyon-coor,,,"(48.844888, 2.37352)"
5064,Paris Gare de Lyon-Paris Austerlitz,,,0.69
5065,Paris Gare de Lyon-Aéroport Charles de Gaulle 2 TGV,,,22.79
5066,Paris Gare de Lyon-Le Mans,,,186.59
5067,Paris Gare de Lyon-Rennes,,,309.42
5068,Paris Gare de Lyon-Paris Gare de Lyon,,,0.0
5069,Paris Gare de Lyon-Avignon TGV,,,577.8
5070,Paris Gare de Lyon-Metz,,,279.09
5071,Paris Gare de Lyon-Paris Saint-Lazare,,,4.96
5072,Paris Gare de Lyon-Paris Gare du Nord,,,4.15
5073,Paris Gare de Lyon-Aix-en-Provence TGV,,,640.65
5074,Paris Gare de Lyon-Paris Bercy Bourgogne - Pays d'Auvergne,,,0.93
5075,Paris Gare de Lyon-Dijon,,,259.74
5076,Paris Gare de Lyon-Rouen Rive Droite,,,114.75
5077,Paris Gare de Lyon-Tours,,,204.27
5078,Paris Gare de Lyon-Nantes,,,342.85
5079,Paris Gare de Lyon-Toulouse Matabiau,,,586.23
5080,Paris Gare de Lyon-Longitude,,,2.37352
5081,Paris Gare de Lyon-Paris Montparnasse,,,3.9
5082,Paris Gare de Lyon-Lille Europe,,,205.8
5083,Paris Gare de Lyon-Lyon Perrache,,,390.77
5084,Paris Gare de Lyon-Lille Flandres,,,205.41
5085,Paris Gare de Lyon-Amiens,,,116.38
5086,Paris Gare de Lyon-Bordeaux Saint-Jean,,,499.3
5087,Paris Gare du Nord-Avignon TGV,,,581.95
5088,Paris Gare du Nord-Paris Montparnasse,,,5.02
5089,Paris Gare du Nord-Paris Gare de Lyon,,,4.15
5090,Paris Gare du Nord-Paris Saint-Lazare,,,2.22
5091,Paris Gare du Nord-Tours,,,206.55
5092,Paris Gare du Nord-coor,,,"(48.880185, 2.3551509999999998)"
5093,Paris Gare du Nord-Dijon,,,263.29
5094,Paris Gare du Nord-Mulhouse,,,389.84
5095,Paris Gare du Nord-Nantes,,,343.7
5096,Paris Gare du Nord-Strasbourg,,,395.81
5097,Paris Gare du Nord-Lille Flandres,,,201.93
5098,Paris Gare du Nord-Paris Austerlitz,,,4.27
5099,Paris Gare du Nord-Saint-Pierre-des-Corps,,,205.57
5100,Paris Gare du Nord-Marne-la-Vallée Chessy,,,31.29
5101,Paris Gare du Nord-Nice,,,687.66
5102,Paris Gare du Nord-Paris Est,,,0.45
5103,Paris Gare du Nord-Paris Gare du Nord,,,0.0
5104,Paris Gare du Nord-Angers Saint-Laud,,,267.18
5105,Paris Gare du Nord-Amiens,,,112.41
5106,Paris Gare du Nord-Montpellier Saint-Roch,,,598.19
5107,Paris Gare du Nord-Rouen Rive Droite,,,111.37
5108,Paris Gare du Nord-Le Mans,,,187.4
5109,Paris Gare du Nord-Longitude,,,2.3551509999999998
5110,Paris Gare du Nord-Marseille Saint-Charles,,,662.48
5111,Paris Gare du Nord-Metz,,,279.94
5112,Paris Gare du Nord-Lille Europe,,,202.33
5113,Paris Gare du Nord-Bordeaux Saint-Jean,,,502.17
5114,Paris Gare du Nord-Nancy,,,280.6
5115,Paris Gare du Nord-Toulouse Matabiau,,,589.96
5116,Paris Gare du Nord-Lyon Part Dieu,,,394.87
5117,Paris Gare du Nord-Paris Bercy Bourgogne - Pays d'Auvergne,,,4.99
5118,Paris Gare du Nord-Aix-en-Provence TGV,,,644.79
5119,Paris Gare du Nord-Rennes,,,309.09
5120,Paris Gare du Nord-Latitude,,,48.880185
5121,Paris Gare du Nord-Lyon Perrache,,,394.86
5122,Paris Gare du Nord-Aéroport Charles de Gaulle 2 TGV,,,20.9
5123,Paris Gare du Nord-Grenoble,,,482.64
5124,Paris Montparnasse-Paris Austerlitz,,,3.25
5125,Paris Montparnasse-Strasbourg,,,398.17
5126,Paris Montparnasse-Amiens,,,116.71
5127,Paris Montparnasse-Mulhouse,,,391.02
5128,Paris Montparnasse-Paris Gare du Nord,,,5.02
5129,Paris Montparnasse-Lille Europe,,,207.17
5130,Paris Montparnasse-Nantes,,,339.3
5131,Paris Montparnasse-Nancy,,,282.95
5132,Paris Montparnasse-Aéroport Charles de Gaulle 2 TGV,,,25.71
5133,Paris Montparnasse-Lyon Perrache,,,392.32
5134,Paris Montparnasse-Paris Saint-Lazare,,,3.92
5135,Paris Montparnasse-Aix-en-Provence TGV,,,641.72
5136,Paris Montparnasse-Le Mans,,,183.02
5137,Paris Montparnasse-Rennes,,,305.56
5138,Paris Montparnasse-Metz,,,282.99
5139,Paris Montparnasse-Paris Gare de Lyon,,,3.9
5140,Paris Montparnasse-Paris Bercy Bourgogne - Pays d'Auvergne,,,4.56
5141,Paris Montparnasse-Paris Est,,,4.83
5142,Paris Montparnasse-Toulouse Matabiau,,,585.35
5143,Paris Montparnasse-Tours,,,201.56
5144,Paris Montparnasse-Bordeaux Saint-Jean,,,497.15
5145,Paris Montparnasse-Marne-la-Vallée Chessy,,,33.97
5146,Paris Montparnasse-Longitude,,,2.3205139999999997
5147,Paris Montparnasse-Angers Saint-Laud,,,262.63
5148,Paris Montparnasse-Marseille Saint-Charles,,,659.4
5149,Paris Montparnasse-coor,,,"(48.841172, 2.3205139999999997)"
5150,Paris Montparnasse-Paris Montparnasse,,,0.0
5151,Paris Montparnasse-Saint-Pierre-des-Corps,,,200.57
5152,Paris Montparnasse-Avignon TGV,,,578.72
5153,Paris Montparnasse-Grenoble,,,480.41
5154,Paris Montparnasse-Nice,,,685.58
5155,Paris Montparnasse-Lyon Part Dieu,,,392.36
5156,Paris Montparnasse-Latitude,,,48.841172
5157,Paris Montparnasse-Lille Flandres,,,206.77
5158,Paris Montparnasse-Dijon,,,262.48
5159,Paris Montparnasse-Rouen Rive Droite,,,111.9
5160,Paris Montparnasse-Montpellier Saint-Roch,,,594.47
5161,Paris Saint-Lazare-Saint-Pierre-des-Corps,,,203.92
5162,Paris Saint-Lazare-Grenoble,,,483.47
5163,Paris Saint-Lazare-Marseille Saint-Charles,,,662.88
5164,Paris Saint-Lazare-Lille Europe,,,203.31
5165,Paris Saint-Lazare-Avignon TGV,,,582.27
5166,Paris Saint-Lazare-Montpellier Saint-Roch,,,598.21
5167,Paris Saint-Lazare-Nancy,,,282.76
5168,Paris Saint-Lazare-Nice,,,688.56
5169,Paris Saint-Lazare-Paris Montparnasse,,,3.92
5170,Paris Saint-Lazare-Paris Est,,,2.42
5171,Paris Saint-Lazare-Mulhouse,,,391.8
5172,Paris Saint-Lazare-Paris Bercy Bourgogne - Pays d'Auvergne,,,5.89
5173,Paris Saint-Lazare-Rennes,,,306.87
5174,Paris Saint-Lazare-Aéroport Charles de Gaulle 2 TGV,,,22.86
5175,Paris Saint-Lazare-Toulouse Matabiau,,,589.26
5176,Paris Saint-Lazare-Paris Saint-Lazare,,,0.0
5177,Paris Saint-Lazare-Rouen Rive Droite,,,109.85
5178,Paris Saint-Lazare-Marne-la-Vallée Chessy,,,33.46
5179,Paris Saint-Lazare-Amiens,,,112.81
5180,Paris Saint-Lazare-Strasbourg,,,397.97
5181,Paris Saint-Lazare-Paris Austerlitz,,,4.76
5182,Paris Saint-Lazare-Paris Gare du Nord,,,2.22
5183,Paris Saint-Lazare-Dijon,,,264.68
5184,Paris Saint-Lazare-Angers Saint-Laud,,,265.15
5185,Paris Saint-Lazare-Le Mans,,,185.31
5186,Paris Saint-Lazare-Nantes,,,341.61
5187,Paris Saint-Lazare-Bordeaux Saint-Jean,,,500.78
5188,Paris Saint-Lazare-Metz,,,282.16
5189,Paris Saint-Lazare-Lyon Perrache,,,395.54
5190,Paris Saint-Lazare-Lille Flandres,,,202.91
5191,Paris Saint-Lazare-Longitude,,,2.3253310000000003
5192,Paris Saint-Lazare-Paris Gare de Lyon,,,4.96
5193,Paris Saint-Lazare-Aix-en-Provence TGV,,,645.2
5194,Paris Saint-Lazare-Lyon Part Dieu,,,395.56
5195,Paris Saint-Lazare-Tours,,,204.88
5196,Paris Saint-Lazare-coor,,,"(48.876242, 2.3253310000000003)"
5197,Paris Saint-Lazare-Latitude,,,48.876242
5198,Rennes-Latitude,,,48.103517
5199,Rennes-Paris Est,,,309.22
5200,Rennes-Paris Bercy Bourgogne - Pays d'Auvergne,,,309.93
5201,Rennes-Rouen Rive Droite,,,251.93
5202,Rennes-Amiens,,,352.1
5203,Rennes-Lyon Perrache,,,558.41
5204,Rennes-Metz,,,587.58
5205,Rennes-Avignon TGV,,,681.48
5206,Rennes-Bordeaux Saint-Jean,,,374.34
5207,Rennes-Longitude,,,-1.6727439999999998
5208,Rennes-Paris Gare du Nord,,,309.09
5209,Rennes-Angers Saint-Laud,,,109.53
5210,Rennes-Paris Austerlitz,,,308.74
5211,Rennes-Lille Europe,,,444.49
5212,Rennes-Rennes,,,0.0
5213,Rennes-Toulouse Matabiau,,,554.98
5214,Rennes-Lyon Part Dieu,,,559.99
5215,Rennes-Paris Montparnasse,,,305.56
5216,Rennes-Montpellier Saint-Roch,,,659.35
5217,Rennes-Grenoble,,,649.85
5218,Rennes-Nancy,,,582.76
5219,Rennes-Nice,,,846.0
5220,Rennes-Dijon,,,508.55
5221,Rennes-Paris Saint-Lazare,,,306.87
5222,Rennes-Nantes,,,99.15
5223,Rennes-Strasbourg,,,696.87
5224,Rennes-Lille Flandres,,,443.98
5225,Rennes-Paris Gare de Lyon,,,309.42
